id,name,specialty,avg_impact_factor,max_impact_factor,ranking
444,"JMIR cardio",NULL,NULL,NULL,NULL
445,"NIHR open research",NULL,NULL,NULL,NULL
446,"Hematology reports",NULL,NULL,NULL,NULL
447,"Health science reports",NULL,NULL,NULL,NULL
448,"Journal of general internal medicine",NULL,NULL,NULL,NULL
449,"Current problems in cardiology",NULL,NULL,NULL,NULL
450,"JGH open : an open access journal of gastroenterology and hepatology",NULL,NULL,NULL,NULL
451,"Journal of epidemiology and community health",NULL,NULL,NULL,NULL
452,"The Journal of clinical endocrinology and metabolism",NULL,NULL,NULL,NULL
453,"Journal of clinical gastroenterology",NULL,NULL,NULL,NULL
454,Urology,NULL,NULL,NULL,NULL
455,"International journal of epidemiology",NULL,NULL,NULL,NULL
456,"Journal of medical education and curricular development",NULL,NULL,NULL,NULL
457,Eye,NULL,NULL,NULL,NULL
458,IDCases,NULL,NULL,NULL,NULL
459,"Journal of occupational medicine and toxicology",NULL,NULL,NULL,NULL
460,"Current pharmaceutical design",NULL,NULL,NULL,NULL
461,"Journal of the American Pharmacists Association : JAPhA",NULL,NULL,NULL,NULL
462,Einstein,NULL,NULL,NULL,NULL
463,"JMIR public health and surveillance",NULL,NULL,NULL,NULL
464,"Wellcome open research",NULL,NULL,NULL,NULL
465,"Molecular and cellular biochemistry",NULL,NULL,NULL,NULL
466,"African journal of laboratory medicine",NULL,NULL,NULL,NULL
467,"Chemical science",NULL,NULL,NULL,NULL
468,"The Canadian journal of cardiology",NULL,NULL,NULL,NULL
469,"Journal of racial and ethnic health disparities",NULL,NULL,NULL,NULL
470,"Frontiers in neurology",NULL,NULL,NULL,NULL
471,"BMC medical education",NULL,NULL,NULL,NULL
472,"World journal of clinical cases",NULL,NULL,NULL,NULL
473,"Epidemiology and infection",NULL,NULL,NULL,NULL
474,"Journal of intelligent information systems",NULL,NULL,NULL,NULL
475,"Plant physiology",NULL,NULL,NULL,NULL
476,"Asia-Pacific journal of ophthalmology",NULL,NULL,NULL,NULL
477,Vaccine,NULL,NULL,NULL,NULL
478,"Journal of clinical imaging science",NULL,NULL,NULL,NULL
479,"Endoscopy international open",NULL,NULL,NULL,NULL
480,"Public health challenges..",NULL,NULL,NULL,NULL
481,"Health psychology research..",NULL,NULL,NULL,NULL
482,"Pharmaceutical development and technology",NULL,NULL,NULL,NULL
483,"RSC advances",NULL,NULL,NULL,NULL
484,"Occupational and environmental medicine",NULL,NULL,NULL,NULL
485,"Journal of computer assisted tomography",NULL,NULL,NULL,NULL
486,Stroke,NULL,NULL,NULL,NULL
487,"Aging medicine",NULL,NULL,NULL,NULL
488,"Journal of stroke and cerebrovascular diseases : the official journal of National Stroke Association",NULL,NULL,NULL,NULL
489,"Journal of occupational and environmental medicine",NULL,NULL,NULL,NULL
490,"JAMA network open",NULL,NULL,NULL,NULL
491,"Journal of drugs in dermatology : JDD",NULL,NULL,NULL,NULL
492,Cutis,NULL,NULL,NULL,NULL
493,"Canadian Association of Radiologists journal",NULL,NULL,NULL,NULL
494,"Fungal biology reviews",NULL,NULL,NULL,NULL
495,"Information systems frontiers : a journal of research and innovation",NULL,NULL,NULL,NULL
496,"Journal of pharmacy & bioallied sciences",NULL,NULL,NULL,NULL
497,"The Journal of foot and ankle surgery : official publication of the American College of Foot and Ankle Surgeons",NULL,NULL,NULL,NULL
498,"Journal of the Royal Society of Medicine",NULL,NULL,NULL,NULL
499,"Internal and emergency medicine",NULL,NULL,NULL,NULL
500,"Journal of health care for the poor and underserved",NULL,NULL,NULL,NULL
501,"International ophthalmology",NULL,NULL,NULL,NULL
502,"Journal of the American College of Radiology : JACR",NULL,NULL,NULL,NULL
503,"The American journal of medicine",NULL,NULL,NULL,NULL
504,"The Pan African medical journal",NULL,NULL,NULL,NULL
505,"Journal of cardiovascular pharmacology and therapeutics",NULL,NULL,NULL,NULL
506,"Dermatologic surgery : official publication for American Society for Dermatologic Surgery",NULL,NULL,NULL,NULL
507,"Journal of intensive care medicine",NULL,NULL,NULL,NULL
508,"International journal of dermatology",NULL,NULL,NULL,NULL
509,"Academic radiology",NULL,NULL,NULL,NULL
510,"Archives of dermatological research",NULL,NULL,NULL,NULL
511,"Journal of the American Academy of Dermatology",NULL,NULL,NULL,NULL
512,"American journal of physiology. Cell physiology",NULL,NULL,NULL,NULL
513,"Neurology and therapy",NULL,NULL,NULL,NULL
514,"Methods in molecular biology",NULL,NULL,NULL,NULL
515,"Clinical gastroenterology and hepatology : the official clinical practice journal of the American Gastroenterological Association",NULL,NULL,NULL,NULL
516,"International journal of MCH and AIDS",NULL,NULL,NULL,NULL
517,"Current drug delivery",NULL,NULL,NULL,NULL
518,"Ophthalmic plastic and reconstructive surgery",NULL,NULL,NULL,NULL
519,"Pain management",NULL,NULL,NULL,NULL
520,"Missouri medicine",NULL,NULL,NULL,NULL
521,"Current urology reports",NULL,NULL,NULL,NULL
522,"Inorganic chemistry",NULL,NULL,NULL,NULL
523,"JAMA cardiology",NULL,NULL,NULL,NULL
524,"Health promotion and chronic disease prevention in Canada : research, policy and practice",NULL,NULL,NULL,NULL
525,Bone,NULL,NULL,NULL,NULL
526,"Critical care",NULL,NULL,NULL,NULL
527,Chemistry,NULL,NULL,NULL,NULL
528,"The New phytologist",NULL,NULL,NULL,NULL
529,"Genome research",NULL,NULL,NULL,NULL
530,"Dalton transactions",NULL,NULL,NULL,NULL
531,"Medical journal, Armed Forces India",NULL,NULL,NULL,NULL
532,"Anticancer research",NULL,NULL,NULL,NULL
533,"Journal of critical care",NULL,NULL,NULL,NULL
534,"Biomedicine & pharmacotherapy",NULL,NULL,NULL,NULL
535,"The American Journal of dermatopathology",NULL,NULL,NULL,NULL
536,"Vascular medicine",NULL,NULL,NULL,NULL
537,"The International journal of angiology : official publication of the International College of Angiology, Inc",NULL,NULL,NULL,NULL
538,"Clinical and applied thrombosis/hemostasis : official journal of the International Academy of Clinical and Applied Thrombosis/Hemostasis",NULL,NULL,NULL,NULL
539,Biomaterials,NULL,NULL,NULL,NULL
540,"Communications medicine",NULL,NULL,NULL,NULL
541,"NPJ Regenerative medicine",NULL,NULL,NULL,NULL
542,Atherosclerosis,NULL,NULL,NULL,NULL
543,"Circulation. Cardiovascular interventions",NULL,NULL,NULL,NULL
544,"Bioengineering & translational medicine",NULL,NULL,NULL,NULL
545,"Arteriosclerosis, thrombosis, and vascular biology",NULL,NULL,NULL,NULL
546,"Journal of bioscience and bioengineering",NULL,NULL,NULL,NULL
547,"The journal of vascular access",NULL,NULL,NULL,NULL
548,"Vessel plus",NULL,NULL,NULL,NULL
549,"Annals of biomedical engineering",NULL,NULL,NULL,NULL
550,"Cardiovascular engineering and technology",NULL,NULL,NULL,NULL
551,"World journal of surgery",NULL,NULL,NULL,NULL
552,"Surgical innovation",NULL,NULL,NULL,NULL
553,"Transplant international : official journal of the European Society for Organ Transplantation",NULL,NULL,NULL,NULL
554,"Frontiers in bioengineering and biotechnology",NULL,NULL,NULL,NULL
555,"Journal of the mechanical behavior of biomedical materials",NULL,NULL,NULL,NULL
556,"Journal of surgical education",NULL,NULL,NULL,NULL
557,"Bio-design and manufacturing",NULL,NULL,NULL,NULL
558,Surgery,NULL,NULL,NULL,NULL
559,"Journal of the Royal Society, Interface",NULL,NULL,NULL,NULL
560,"Tissue engineering. Part A",NULL,NULL,NULL,NULL
561,Genes,NULL,NULL,NULL,NULL
562,"Microbial biotechnology",NULL,NULL,NULL,NULL
563,"Medical engineering & physics",NULL,NULL,NULL,NULL
564,Cytokine,NULL,NULL,NULL,NULL
565,"Nature biomedical engineering",NULL,NULL,NULL,NULL
566,"Advanced healthcare materials",NULL,NULL,NULL,NULL
567,"Cardiovascular diabetology",NULL,NULL,NULL,NULL
568,"Case reports in transplantation",NULL,NULL,NULL,NULL
569,"Evidence-based complementary and alternative medicine : eCAM",NULL,NULL,NULL,NULL
570,"Journal of medical imaging",NULL,NULL,NULL,NULL
571,"Advanced nanobiomed research",NULL,NULL,NULL,NULL
572,"Transplantation proceedings",NULL,NULL,NULL,NULL
573,"Clinics (Sao Paulo, Brazil)",NULL,NULL,NULL,NULL
574,"Cardiology and therapy",NULL,NULL,NULL,NULL
575,"Journal of immigrant and minority health",NULL,NULL,NULL,NULL
576,"Journal of medical virology",NULL,NULL,NULL,NULL
577,"European radiology",NULL,NULL,NULL,NULL
578,"Journal of transplantation",NULL,NULL,NULL,NULL
579,"Research square",NULL,NULL,NULL,NULL
580,"Journal of pediatric urology",NULL,NULL,NULL,NULL
581,"Translational andrology and urology",NULL,NULL,NULL,NULL
582,"Canadian Urological Association journal",NULL,NULL,NULL,NULL
583,"Modern pathology : an official journal of the United States and Canadian Academy of Pathology, Inc",NULL,NULL,NULL,NULL
584,"Rapid communications in mass spectrometry : RCM",NULL,NULL,NULL,NULL
585,"Biomedical chromatography : BMC",NULL,NULL,NULL,NULL
586,"Frontiers in psychiatry",NULL,NULL,NULL,NULL
587,"Analytical biochemistry",NULL,NULL,NULL,NULL
588,"Medical physics",NULL,NULL,NULL,NULL
589,"Journal of applied biomaterials & functional materials",NULL,NULL,NULL,NULL
590,"Case reports in cardiology",NULL,NULL,NULL,NULL
591,"Critical care nurse",NULL,NULL,NULL,NULL
592,"Anesthesia and analgesia",NULL,NULL,NULL,NULL
593,"Neurobiology of disease",NULL,NULL,NULL,NULL
594,"Internal medicine",NULL,NULL,NULL,NULL
595,"NPJ digital medicine",NULL,NULL,NULL,NULL
596,"Clinical therapeutics",NULL,NULL,NULL,NULL
597,"Clinical & experimental neuroimmunology",NULL,NULL,NULL,NULL
598,"JAMA internal medicine",NULL,NULL,NULL,NULL
599,"Circulation. Cardiovascular quality and outcomes",NULL,NULL,NULL,NULL
600,"Neurological sciences : official journal of the Italian Neurological Society and of the Italian Society of Clinical Neurophysiology",NULL,NULL,NULL,NULL
601,"Substance abuse",NULL,NULL,NULL,NULL
602,"Methodist DeBakey cardiovascular journal",NULL,NULL,NULL,NULL
603,JAMA,NULL,NULL,NULL,NULL
604,"Journal of addiction medicine",NULL,NULL,NULL,NULL
605,"The Journal of veterinary medical science",NULL,NULL,NULL,NULL
606,"JACC. Cardiovascular imaging",NULL,NULL,NULL,NULL
607,"Mayo Clinic proceedings",NULL,NULL,NULL,NULL
608,"Haemophilia : the official journal of the World Federation of Hemophilia",NULL,NULL,NULL,NULL
609,"ACS medicinal chemistry letters",NULL,NULL,NULL,NULL
610,"The Thoracic and cardiovascular surgeon",NULL,NULL,NULL,NULL
611,"Bioorganic & medicinal chemistry",NULL,NULL,NULL,NULL
612,"Pediatric cardiology",NULL,NULL,NULL,NULL
613,"Congenital heart disease",NULL,NULL,NULL,NULL
614,"The heart surgery forum",NULL,NULL,NULL,NULL
615,"Cardiology in the young",NULL,NULL,NULL,NULL
616,"Journal of anaesthesiology, clinical pharmacology",NULL,NULL,NULL,NULL
617,"World journal of urology",NULL,NULL,NULL,NULL
618,"Indian journal of urology : IJU : journal of the Urological Society of India",NULL,NULL,NULL,NULL
619,"Turk patoloji dergisi",NULL,NULL,NULL,NULL
620,"International braz j urol : official journal of the Brazilian Society of Urology",NULL,NULL,NULL,NULL
621,"Current opinion in anaesthesiology",NULL,NULL,NULL,NULL
622,Angiology,NULL,NULL,NULL,NULL
